text,tweet_type,lang
"""The police have been spying on black reporters and activists for years. I know because I am one of them."" https://t.co/9iTpc5CYwf #journalists #police #PoliceReformNow #policespying #spying #BlackJournalists #BlackLivesMatter #AfricanAmericans #Propublica #Activists",original,en
New York City Children Rally for George Floyd - Voice of America https://t.co/IDZ125J8qP https://t.co/dgmEYX5YAN,original,en
"Defund school police, say teachers union leaders - Los Angeles Times https://t.co/QaHBSakYYy https://t.co/PopmDkzMbM",original,en
Demilitarize the police and decriminalize marijuana. Add that to the list please. #BlackLivesMatter,original,en
University of Glasgow - Sociology - Statement on the killing of George Floyd https://t.co/HuuO3UTjER,original,en
truly doesnt matter if chauvin and george floyd knew each other. still a white man killing a black man and getting away with it.,original,en
"Trending FOX BUSINESS News: Bill Gates reacts to George Floyd death: 'Black lives matter' Microsoft founder Bill Gates committed to ""actions and words to help create a more equal and just future."" https://t.co/7rqpEbf1zq https://t.co/9aad3WMdvI Bill GaÌ¢‰âÂå_ https://t.co/7rqpEbf1zq",original,en
My best friend and I have not talked since the murder of George Floyd. Last night we got a chance to talk and discussed many things. She reminded me of our college days in the 90s when a white student came up toÌ¢‰âÂå_ https://t.co/0S9EB8C6Rq,original,en
Mayor Jacob Frey: Justice for George Floyd - Sign the Petition! https://t.co/pHhqMZ1YxU via @Change,original,en
"Again and again, whatÌ¢‰âÂ‰ã¢s most shocking about racists is their lack of fear, degrading and even killing with serene certainty that theyÌ¢‰âÂ‰ã¢re not in jeopardy. Filler: When racismÌâ hasÌâ no fear Experience shows those who spew hate don't have much to worry about. https://t.co/CjnLjVQN5A",original,en
"When the social contract is broken by those who are meant to lead and set an example, why should anyone continue to follow the rules? WeÌ¢‰âÂ‰ã¢ve seen this with Cummings flouting lockdown , George Floyd murder, Trump, Johnson. Recommend Trevor NoahÌ¢‰âÂ‰ã¢s analysis",original,en
NO MASKS IS A WHITE SUPREMACY BEHAVIOR...NO COMPASSION FOR OTHERS...New York Post : Ì¢‰âÂèÏMaybe they canÌ¢‰âÂ‰ã¢t breatheÌ¢‰âÂ‰ã¢: NYPD official offers tone deaf reason for cops ditching masks. https://t.co/ZoQ2VsW5NX via @GoogleNews,original,en
"I said it the other day they will try find a dirt on George Floyd and use it to justify his death, Trump and his supporters are evil.",original,en
George Floyd's daughter to get full-ride scholarship to Texas Southern University https://t.co/WSXMSGgYl0 https://t.co/xkIxnaCNnQ,original,en
My heart breaks everytime reading about George Floyd Ì¡ü‰Ûª‰Û. That man did NOT deserve that .,original,en
"It bothers me when victims of state violence are eulogized as martyrs. IÌ¢‰âÂ‰ã¢m certain George Floyd, Breonna Taylor, and the countless victims of white supremacy just wanted to live. Surly an almighty god can change the world without sacrificing the meek. #BlackLivesMatter",original,en
Why aren't the cameras focused on the cop who killed George Floyd? Where is the MEDIA?? SHOW HIS FACE HIS COURT HEARING! Why? Why are y'all not showing this??,original,en
George Floyd A Change Is Gonna Come https://t.co/mm6ArrxxRW via @YouTube #GeorgeFloyd #GeorgePowell #BlackLivesMatter #changeiscoming,original,en
"""For George Floyd, a Complicated Life and a Notorious Death"" by The Associated Press via NYT https://t.co/pxaO7pN12t",original,en
George Floyd's family hope his funeral is the beginning of widespread change https://t.co/EkCsfVdEFK,original,en
Former Vice President Joe Biden has mostly responded to the aftermath of George FloydÌ¢‰âÂ‰ã¢s death by contrasting his governing and leadership style with President TrumpÌ¢‰âÂ‰ã¢s. https://t.co/v6MlFt9QFO,original,en
"""Captains Urge Premier League to Allow Show of Support for Black Lives Matter"" by BY RORY SMITH via NYT https://t.co/34QiFHMc0n",original,en
Yesterday afternoon as I was preparing for my Police Oversight Board Meeting... #BlackLivesMatter https://t.co/jUq3EKC9Mk,original,en
"IÌ¢‰âÂ‰ã¢ll never complain about having to wear a mask and not being able to breathe. Once my work day is over, IÌ¢‰âÂ‰ã¢ll be fine. George Floyd wonÌ¢‰âÂ‰ã¢t be. Ì¡ü‰Ûª‰ÛÌ¡üèÏå¢ #RIPGeorgeFloyd #ICantBreatheAGAIN",original,en
Black-owned businesses see surge in support since George Floyd protests https://t.co/BocvxnpPPD https://t.co/N1qKs0tZ4u,original,en
"With Trump MIA, Senate Republicans Go It Alone On Police Reform Efforts | HuffPost India https://t.co/Fe4C7uQRJV Sen. Tim Scott (R-S.C.) is taking the lead in crafting a bill to address police practices following the death of George Floyd.",original,en
George Floyd has become the Emmett Till of this moment https://t.co/YnLR8sRNLB,original,en
"The Head Of CrossFit Has Resigned After Telling Staff On A Zoom Call, Ì¢‰âÂÒWe're Not Mourning For George FloydÌ¢‰âÂå: Translation: Racists springing up everywhere! https://t.co/7A60t3xbi6 via @RyanBrooks",original,en
"Ì¢‰ã¢å´Ìøåüå https://t.co/1PmTFmhdWI Ì¢‰âÂèÏI will march until I canÌ¢‰âÂ‰ã¢t stand no moreÌ¢‰âÂ‰ã¢ Ì¢‰âÂ‰Û From Portland police taking a knee to a Maryland lieutenant reading names of police brutality victims, these officers listened and marched alongside George Floyd protesters",original,en
Black Lives Matter demonstrators gather for George Floyd's funeral https://t.co/WqtNV8Jh4G,original,en
This was hard to watch. Oh &amp; LivePD has footage of this that they dont want to let go of! smh #SayHisName #JavierAmbler #LivePd #BlackLivesMatter #protests2020 Police body-cam footage: Javier Ambler's fatal encounter with Williamson... https://t.co/CDgmAlOwV1 via @YouTube https://t.co/uuNTerYZr1,original,en
I'm Donald J. Trump And I Approve This Message. All Lives Matter. Life Itself Matters. YOUR CAUCASIAN LIFE DOES NOT MATTER MORE THAN MINE. This is NOT JUST about Justice for George Floyd. THIS is about JUSTICE.Ì¢‰âÂå_ https://t.co/0Axtkjk6AI,original,en
We Cannot Stay Silent About George Floyd | Patriot Act Digital Exclusive... https://t.co/LKc7mBJwOf via @YouTube,original,en
"Lily Marcelin of @ResilientSP closes her eyes in Boston Common during a peaceful protest on June 3, 2020 to honor the life of George Floyd and other Black Americans killed by police. The protest and vigil were organized by Black Lives Matter Boston #blm #peacefulprotests https://t.co/SgHa5thPpy",original,en
"Seattle, Minneapolis, LA, DC, Chicago, and NYC. These cities have arguably seen the largest and longest lasting protests over the police killing of George Floyd. Many now demanding their police departments be defunded.",original,en
"""Captains Urge Premier League to Allow Show of Support for Black Lives Matter"" by Rory Smith via NYT https://t.co/1X8WHRa4z3",original,en
These are the kinds of people Black people have had to survive. These are the ancestors #WhitePeople don't want their children to know they descend from. These are the moral majority. #BlackLivesMatter #Police The Spectacle Lynching of Claude Neal https://t.co/cLiOEIDHfU,original,en
Angry white counterprotesters in N.J. mock FloydÌ¢‰âÂ‰ã¢s killing https://t.co/z2891SIjqe a fed ex worker and corrections officer that once worked with troubled youth... FIRED...Ì¢‰âÂå_.. To bad we can't fire trump as easily for his bigotry and racisms,original,en
"Rural communities and agriculture groups are divided over George Floyd's death and the resulting protests. As some stay silent, others express solidarity or hold rallies in support. https://t.co/XT4W6bhveO @GosiaWozniacka",original,en
"So deep it, police are killing black men in public on video, just imagine what they do to people behind closed doors in prison!!! #BlackLivesMatter",original,en
Footage shows group of Trump supporters - including a New Jersey corrections officer and FedEx employee - taunt protesters by reenacting George Floyd's death as they passed by - sparking t... via https://t.co/kuIMyX9RVr https://t.co/0tzvvTPP6n,original,en
Ppl really think this is just for George Floyd.. this is for Emmet Till.. this is for all the black folk that were lynched and found no justice.. how can we begin to heal as people when thereÌ¢‰âÂ‰ã¢s certain YT folk that deny the vast history of oppression passed down generations,original,en
Not acceptable': USA TODAY Network reporter covering George Floyd protest detained in Delaware https://t.co/pugjHy2110 via @usatoday,original,en
Obviously youÌ¢‰âÂ‰ã¢ve seen the news... the murder or George Floyd was a tragedy. It is sad that it takes a horrible act like that before people wake up and see that things just change. https://t.co/R24uitaXSI,original,en
Google Ì¢‰âÂèÏDefund the policeÌ¢‰âÂ‰ã¢ before making up your mind about it. Most of the countries in Europe have already Ì¢‰âÂÒdefunded the policeÌ¢‰âÂå #BLM #DefundThePolice,original,en
"The Samboes yell, Dear Lord, dont elevate George Floyd but what the Samboes cant tell you is that the only reason why they dont want George elevated is because it's all about them, it's just about what they can get. If the George Floyds gets stuff it makes them less special.",original,en
"Hi Adam &amp; team @TheLastLeg good work on the George Floyd story .... where possible, include poc on your show, for example wld have been good to have crossed to an Aus indigenous person ... another time. I know it's a UK show but it is broadcast at 10 p.m. across Australia",original,en
"I used to think that having a bi-racial family validated the fact that IÌ¢‰âÂ‰ã¢m not racist. Then George Floyd happened. How ignorant was I to believe that people loved their own family members, regardless of color? My hearts so badly for those who have grown up only knowing hate Ì¡ü‰Ûª‰Û",original,en
White men mocked George FloydÌ¢‰âÂ‰ã¢s death at a protest. Now a corrections officer in the group has been suspended. https://t.co/BAtCLge5Qd,original,en
I'm Donald J. Trump And I Approve This Message. All Lives Matter. Life Itself Matters. YOUR CAUCASIAN LIFE DOES NOT MATTER MORE THAN MINE. This is NOT JUST about Justice for George Floyd. THIS is about JUSTICE.Ì¢‰âÂå_ https://t.co/ToDTEvY7VB,original,en
What speaking to my daughter about George Floyd taught me about my race privilege as an African - CNN https://t.co/xlHVznAsGQ,original,en
"Ì¢‰âÂèÏFight for my brother.Ì¢‰âÂ‰ã¢ As George Floyd is laid to rest, his family implores the nation to continue quest for justice. https://t.co/YjEZIfoMpO",original,en
Angry White Counterprotesters in N.J. Mock George FloydÌ¢‰âÂ‰ã¢s Killing https://t.co/qwOodyM7GS And of course they all have their fascist Trump flags. We are living through the early years of fascism as it emerged in Europe in the 1930's. Patriots like me are watching closely.,original,en
"Health-Care Workers Say Protests Are Vital Despite Coronavirus Risks: Many public-health experts and health-care workers are joining or voicing support for the protests spurred by the killing of George Floyd, saying raciallyÌ¢‰âÂå_ https://t.co/61U9voMoRl ^WSJ #Business #Finance #CFO https://t.co/VlDcQxtKhi",original,en
Protesters in Senegal gathered at a site designated for a slavery memorial to remember George Floyd and call for an end to police brutality. https://t.co/kVzN8F00w1,original,en
Drake Calls Out Lawyer Of Fired George Floyd Cop: Ì¢‰âÂèÏShit Is Foul To WatchÌ¢‰âÂ‰ã¢ https://t.co/5opbwXlWDy https://t.co/dFDmvqi3mq,original,en
"A peek into how racism breeds. Head Of CrossFit Retires After Telling Staff On A Zoom Call, Ì¢‰âÂÒWe're Not Mourning For George FloydÌ¢‰âÂå https://t.co/8wzrLEUIF1",original,en
Mayor Jacob Frey: Justice for George Floyd https://t.co/2s95OHZcTK via @Change,original,en
"@FloydMayweather, you sir have done a great thing by paying for the funeral of George Floyd. He was funeralized like a king and represented as an heir to the throne of God. May God Bless you Floyd Mayweather Ì¡ü‰ã¢å https://t.co/0TOVImqEZt",original,en
White racist Trump supporters mock George Floyd's death by kneeling on neck https://t.co/ELUq5RC7hQ,original,en
Things that have been changed since people went for public disobedience over quiet petitions. https://t.co/QDxmR0yp4p https://t.co/ILWiLgtYi2 https://t.co/JoHKdfhs7a https://t.co/XEEUJdqgeR,original,en
"Texas Southern University offers George Floyd's 6-year-old daughter a full scholarship By Christina Maxouris, CNN https://t.co/LgcHXkwvtn",original,en
"Demonstrations following the death of George Floyd have sparked a surge in sales for books on the history of racial discrimination in the U.S. for Marcus Books, a historic black book store in Oakland. Yahaira Jacquez reports. #books https://t.co/XCNkRBYSrZ https://t.co/e4xbhyn0Fw",original,en
"We, the Gradient team, stand in awe of the movement currently taking place around the US, and in opposition to police brutality. Black Lives Matter. Sometimes questions are complex enough to require sophisticated analysis of carefully collected data. #BLM #BlackLivesMattters",original,en
"Amen, because I am so repulsed by what I see. And there's no unseeing it. After George Floyd's death, white liberals embrace ideas that once seemed radical - The Washington Post https://t.co/fyL8XolGWY",original,en
"Terry Willis has vowed to walk 1,000 miles from Montgomery, Alabama, to Minneapolis, where George Floyd died on May 25, in what he calls a march for change, justice and equality. https://t.co/TgEwuv0WPH",original,en
How Camden Brought About SafeÌâ Policing https://t.co/RyhSGIlYFk,original,en
"derek chauvinÌ¢‰âÂ‰ã¢s bail, the officer that killed george floyd, is of 1.25M dollars. serves him fucking right https://t.co/hAEV7iohtJ #BlackLivesMatter",original,en
Opinion | George Floyd has become the Emmett Till of this moment https://t.co/5RLxYt8JSu,original,en
George Floyd's Autopsy and the Structural Gaslighting of America https://t.co/DBMhZdxGSi via @sciam,original,en
"Join the UNF community tonight from 8-9 p.m. for a virtual candlelight vigil to honor the memory of George Floyd, Ahmaud Arbery, Breonna Taylor, and many other victims of racial injustice. The vigil will be live streamed on UNF's Facebook page. Join us at https://t.co/v13PXlcne2. https://t.co/vsjSlQTTLY",original,en
Please feel free to build up George Floyd status in front of no 10 UK Ì¡ü‰ÛÁåÂÌ¡ü‰ÛÁå¤ and one outside White House just to remind them of his murder,original,en
"Thank you, TN, it was a cheap shot! Trevor Noah Roasts Pelosi and Dems for Donning Kente Cloths to Honor George Floyd https://t.co/1AKSY8eG9T",original,en
"Woman hit by police horse during London BLM protest 'shocked' by force response another one eyed account of events,should of socially distanced yourself from the event then shouldnÌ¢‰âÂ‰ã¢t youÌ¡üå_‰Û https://t.co/j8Gt7KwgqL",original,en
The Ballad of George Floyd - The voice of the resistance is back. #TheUSASingers will not remain silent. Join the #Resistance. #MusicisLife #UnitedWeStand #BlackLivesMatter #GeorgeFloyd #Resist #DavidCrosby #JoeBiden #Vote2020 https://t.co/O8SK3v2oSS via @TedTocks,original,en
"The hearing will ""examine the crisis of racial profiling, police brutality and lost trust between police departments and the communities they serve."" https://t.co/z4zKiAUYND",original,en
Trump news Ì¢‰âÂ‰ÛÏ live: Republicans taken aback by presidentÌ¢‰âÂ‰ã¢s Ì¢‰âÂèÏshockingÌ¢‰âÂ‰ã¢ accusation about 75-year-old man injured by police as George Floyd laid to rest in hometown - The Independent,original,en
US protests: Demonstrations continue in various US cities after George FloydÌ¢‰âÂ‰ã¢s funeral https://t.co/7y9xxgtqBj,original,en
At the @mrccbu we would like to make a statement regarding the death of George Floyd in the USA and the #BlackLivesMatter movement. 1/8 Please see thread. #BLM #BMLUK https://t.co/p2PC9xDnOu,original,en
This is what Trump represents: White men mocked George FloydÌ¢‰âÂ‰ã¢s death at a protest. Now a corrections officer in the group has been suspended. https://t.co/XV7xGw9G7e,original,en
"The terms Ì¢‰âÂÒriotÌ¢‰âÂå, Ì¢‰âÂÒmobÌ¢‰âÂå, Ì¢‰âÂÒchaosÌ¢‰âÂå and Ì¢‰âÂÒinsurrectionÌ¢‰âÂå create a deliberate mode of understanding in the listener, to delegitimize Black movements, to make them appear far too removed from civil society to be taken seriously. Yet reality is DIFFERENT !! #BLM https://t.co/lf1QTPCpQ9",original,en
Watch: CNNÌ¢‰âÂèÏs Anderson Cooper Breaks Down Discussing George Floyd with Cornel West https://t.co/qI0QenwzXJ via @BreitbartNews,original,en
"Floyd Mayweather, you sir have done a great thing by paying for the funeral of George Floyd. He was funeralized like a king and represented as an heir to the throne of God. May God Bless you Floyd Mayweather Ì¡ü‰ã¢å https://t.co/Uxy3Aa42t7",original,en
Ì¢ÒåÌøåüå Listen. The power of listening might be the most underrated thing ever. https://t.co/8djtbjUE5l Ì¡ü‰ÛªåÇÌ¡ü‰ÛªåÇÌ¡ü‰ÛªåÇÌ¡ü‰ÛªåÇÌ¡ü‰ÛªåÇÌ¡ü‰ÛªåÇÌ¡ü‰ÛªåÇ #GeorgeFloyd #BlackLivesMatter #whatislove #whoismyneighbor #wednesdaymorning #WednesdayWisdom #JustJesus #love,original,en
"Introducing Quincy, 40, as Agent J. My Words: The moment I saw the MURDER of George Floyd, I was disgusted. The way those officers just disregarded a man's life so casually made my blood boil! https://t.co/2dV5Vpemcx",original,en
"welcome to today's @@GOP --&gt; White Counterprotesters in Franklinville, N.J., Mock George Floyd's Killing https://t.co/u1bs1OJ5dl",original,en
"George FloydÌ¢‰âÂ‰ã¢s 46 years included sharp edges and setbacks: once a star athlete with dreams of turning pro and enough talent to win a partial scholarship, serving time in prison and admired as a mentor in a public housing project beset by poverty, via @AP: https://t.co/xSpwbXMw2T",original,en
George Floyd protests: What do 'thug' 'white privilege' and 'ally' mean? Look the words up! https://t.co/75F6tkf3wt,original,en
Step 1: Cancel Ì¢‰âÂÒCopsÌ¢‰âÂå Step 2: Cancel cops https://t.co/NXmnQcxnkb,original,en
George Floyd death: Seven solutions to US police problems https://t.co/MBXXQnf2bH,original,en
as I celebrate my sons 22 birthday today I realize my son is doing today what was taking away from Mr George Floyd...Breathe...I tell my son frequently U r standing on the shoulders of many who have sacrificed so much for U including O2...Ì¡üèÏ‰Û¡Ì¡ü_è Ì¡ü_è Ì¡ü_è  https://t.co/u5Vmm46HnQ,original,en
"Y'all, when @TheRevAl invites the families of other victims to stand at George Floyd's funeral. Ì¡üèÏå_Ì¡üèÏå_Ì¡üèÏå_ https://t.co/npiQ6Aob7X",original,en
"Violence has, to some extent, given political agency to blacks in the United States, whereas nonviolence has kept their Brazilian counterparts tucked away and largely ignored Ì¡ü‰ÛÁå¼Ì¡ü‰ÛÁåüÌ¡ü‰ÛÁå¤Ì¡ü‰ÛÁåá| @ManuellaLibardi|@openDemocracy #BlackLivesMatter https://t.co/O4LKOH5rvK",original,en
"YG, Che Lingo, Kendrick Lamar: the protest songs of Black Lives Matter 2020 https://t.co/dxyXn7xy1x",original,en
"@SenGillibrand @SenSchumer , We want to see real action, not a PR statement. What are you doing to protect your Black constituents from police brutality? (via https://t.co/LRmcYWEpLn) #BlackLivesMatter",original,en
#CultureNews The Most Moving Moment of Al Sharpton's Eulogy for George Floyd https://t.co/XrsWT9yxfC,original,en
"Ì¢‰âÂÒHe was laid in a gold casket, celebrated and remembered... Stories about his life growing up in Houston intertwined with rebukes of the attitudes and policies that facilitated his slaying,Ì¢‰âÂå Ì¢åå_@arelisrhdzÌ¢åå© reports from Houston. https://t.co/qGXmj65aE8",original,en
"Kamala Harris on George Floyd, ""Defunding"" the Police and Kente Cloth https://t.co/OA2ILJMvag via @YouTube",original,en
Democrats are using the George Floyd protests as a get out to vote initiative.,original,en
George Floyd's loved ones say they hope his funeral is only the beginning of widespread change https://t.co/J4ngcLKt7Q,original,en
"Does Black Lives Matter sell? As protests over the killing of George Floyd roil the nation, corporate America's response met with skepticism. My latest for @ABC - https://t.co/D74exooFli",original,en
Spike Lee says George Floyd's death is 'history repeating itself' - https://t.co/o6QhSmiGKA https://t.co/6Jgwj9Dn3j #SpikeLee #USShowbiznews https://t.co/10ONq8LWvN,original,en
"'Gone with the wind dropped'' from many #US networks for its depiction of slavery !! #BBC reported that #Belgium removed the statue of king leopold 2nd who murdered 10 million in #Congo, but #Antwerp city will put it back once repaired after the damage it suffered by #BLM #Floyd https://t.co/4kZcGOSBQt",original,en
Teens have been gassed and hit with rubber bullets at protests. They keep coming back. https://t.co/npW1TMUyAb,original,en
"From Bristol to Brussels, statues torn down as protests force Europe to confront dark past https://t.co/gKRKoH0H1z",original,en
"All of us at the U.S. Embassy have been deeply saddened by the recent deaths of George Floyd, Breonna Taylor, and others due to police misconduct in the United States: https://t.co/glUoEYwsj7",original,en
George FloydÌ¢‰âÂ‰ã¢s brother to address US House panel on police reforms Ì¢‰âÂ‰ÛÏ worldÌâ news https://t.co/PrbQ9Cb8jd,original,en
The PGA Tour will honor George Floyd with a daily moment of silence this week: https://t.co/9xTzLeCkq9 https://t.co/ET6tDfBgSn,original,en
"Now that Mr. Floyd is laid to rest, I pray we continue this global crusade for social justice, breaking barriers and real conversation around race. https://t.co/iW39Zd0zLd",original,en
A defined motive is emerging in the death of #GeorgeFloyd that could make the prosecutor's job a whole lot easier. @EwanPalmer @Newsweek https://t.co/GwVrsMxCjx,original,en
"I've just burned all my Lord of the Rings books and DVDs. Suddenly, I see the disgraceful racism directed by Tolkien at those poor orcs. They are unremittingly portrayed as black and evil. Shameful! Thank you, George Floyd.",original,en
"Reebok and several gyms have dropped partnerships with CrossFit due to recent tweets from their founder, showing that brands' (+ their execs') action or inaction around racial justice is a major factor in partnerships, purchases and more. https://t.co/jIgTiT6vsy https://t.co/OkCXjvaib8",original,en
"George Floyd remembered in passionate, political tributes at funeral | CBC News https://t.co/hIPwYAfWXU",original,en
"Many public-health experts and health-care workers are joining or voicing support for the protests spurred by the killing of George Floyd in police custody, despite worries the events could spread the coronavirus https://t.co/Wy2GWggl6q",original,en
"Season finale out now! Three formerly incarcerated people describe the unwelcome surprises that were waiting for them on the other side of the gates. Plus, Ear Hustlers respond to the murder of George Floyd &amp; recent protests. Listen to ""Nobody Comes Back"" https://t.co/Sz34sM5kkB https://t.co/j8hGmNjifs",original,en
The George Floyd Police Reformation Act - Sign the Petition! https://t.co/iXqW2dK3AK via @Change,original,en
.@NASCAR drivers have joined the growing list of athletes and sports leagues throwing their support behind the nationwide protests against police brutality. https://t.co/0QFhCacuMt,original,en
"Voices From the Black Fashion Community on Moving Forward Venture capitalists, designers, journalists and influencers reflect on how the fashion industry can demonstrate true allyship Ì¢‰âÂ‰Û in business, in person and on social media. Read more via @BoFÌâ - https://t.co/CDPBHLBpoU https://t.co/JGhlOZLKSv",original,en
"Joe Biden delivers remarks at George Floyd's funeral #USA #BlackLivesMatter Joe Biden offered condolences to #GeorgeFloyd's family during a taped emotional address played at Floyd's funeral service on Tuesday, and he called for racial justice. https://t.co/C864VX5r6w",original,en
"About 500 friends, family, politicians and entertainers streamed into The Fountain of Praise church in Houston for what co-pastor Mia Wright called, ""a home-going celebration of brother George Floyd's life.'' https://t.co/mCrOofNdIG",original,en
"Texans' J.J. Watt, Cal McNair, Bengals' D.J. Reader attend George Floyd funeral in Houston https://t.co/QXKYFdU8Pe",original,en
"His younger brother, Terrence Floyd, spoke about awakening in the middle of the night in recent days traumatized by the memory of seeing his older sibling calling out for their mother as he lay dying. https://t.co/lq1RN4hsdd",original,en
"Olympics maintaining stance on protests in light of George Floyd death, resulting unrest https://t.co/Wyye45JKhD #KVOESports https://t.co/Ts5ePfSy5A",original,en
"@MplsMayor Thank you staying strong under the weight of anger and frustration you have been receiving. I saw your genuine grief over the death of George Floyd. Stay an ally, stay true to your conviction to change racial injustice. Homerun on CBS This Morning! #Eyesontheprize",original,en
Why has my #antifa Membership Card and 'Anti-Police Scanner Ray Gun' not arrived in the post yet? &gt; Is it because 'antifa' is not an actual organisation - just a disparate bunch of people who believe in #antifascism ? #BlackLivesMatter,original,en
After 15 stunning days of anti-racist protests Ì¢‰âÂå_ what happens next? https://t.co/uJ8KL6ZvZt,original,en
"This is squarely on Trump: USA TODAY: Journalists blinded, injured, arrested covering George Floyd protests nationwide. https://t.co/SUOxabXPQQ via @GoogleNews",original,en
"https://t.co/K3Usia5cb5 News For Us WATCH: What You Need To Know Ì¢‰âÂ‰Û June 10, 2020: Heat, Rain &amp;amp; Long Lines Ì¢‰âÂ‰Û George FloydÌ¢‰âÂ‰ã¢s Funeral Ì¢‰âÂ‰Û Co - 1. George Floyd&amp;#8217;s Funeral What You Need To Know: As the world stopped to pay their final respects to George Floyd...",original,en
Joe Biden Meets With George Floyd's Family at Lucille's https://t.co/2cLls8Mpqq,original,en
"@rodneyfloyd @RodneyFloydD @Rodneyfloyd11 @rodneyfloyd our deepest tribute to George Floyd. We express our solidarity with #BlackLivesMatters. #President, Samajwadi Party, Odisha, India.",original,en
BREAKING: Legal challenge started to stop UK arms sales to the United States following the brutal and racist killing of George Floyd #BLM https://t.co/EEIMGjQxfx,original,en
"The protesters should have serenaded those bigots with a couple of choruses of Ì¢‰âÂÒYou About to Lose Yo JobÌ¢‰âÂå Ì¢‰âÂÒFedEx employee fired, NJ officer suspended linked to video mocking George Floyd deathÌ¢‰âÂå https://t.co/Q43FznFMPw",original,en
"Originally released back in 2016, there has been renewed interest in the documentary following the murder of George Floyd https://t.co/Gh3hhLRxqp",original,en
"@realDonaldTrump So Chauvin killed George Floyd because of ""trafficking"" 20 years ago? You really are some kind of fucking stupid! You condone police brutality and racism and hate. It's how you grew up. Your mammie and pappi hated ""niggers."" I mean, he was a KKK leader.",original,en
Not acceptable': USA TODAY Network reporter covering George Floyd protest detained in Delaware https://t.co/u81ao8k5dL Good! The 4th Estate needs to be defunded or killed!,original,en
"@flcourts, We want to see real action, not a PR statement. What are you doing to protect your Black constituents from police brutality? #BlackLivesMatter",original,en
How Much Is America Changing? https://t.co/hj7Ad6WO0L,original,en
"Now I have questions about George Floyd and Derek Chauvin incident. Why did the store clerk check the ""counterfeit"" bill AFTER Floyd left the store? Was it because Floyd would have seen the bill was switched? How the hell did the police arrive so fast? https://t.co/tUuBcsfuSy",original,en
"It doesnÌ¢‰âÂ‰ã¢t matter if you live in a blue or red state, racism is everywhere. ItÌ¢‰âÂ‰ã¢s incumbent on all of us to stand up, speak out, and demand change. https://t.co/AAeT5MCK15",original,en
We the people can make this happen... Vote !! George Floyd's loved ones say they hope his funeral is only the beginning of widespread change https://t.co/bB1RnHFuBC,original,en
"CW: police violence At Canberra's June 5 #BlackLivesMatter protest, Leah House, a Ngambri-Ngunnawal woman, said something very chilling. She spoke of the 432 Aboriginal deaths in Australian custody since the 1990s, none of which have resulted in any convictions. (1/4)",original,en
"Black lives matter, whether they are Ì¢‰âÂÒgoodÌ¢‰âÂå or Ì¢‰âÂÒbadÌ¢‰âÂå lives. If you say, Ì¢‰âÂÒGeorge Floyd wasnÌ¢‰âÂ‰ã¢t a saint,Ì¢‰âÂå I say, Ì¢‰âÂÒSo what?Ì¢‰âÂå No one should have to earn their life mattering.",original,en
George Floyd's Niece at Funeral: 'When Has America Ever Been Great?' https://t.co/oDCK0o8XzT via @BreitbartNews,original,en
How George Floyd's death and legacy resonate with black Americans https://t.co/8pkPEVFTEC via @nbcnews,original,en
"If youÌ¢‰âÂ‰ã¢re hoping for #MAGA-TS to wake up, If you are hoping for someone to unite us, Watch the videos of them mocking George FloydÌ¢‰âÂ‰ã¢s murder. Watch them talking about how Sandy Hook didnÌ¢‰âÂ‰ã¢t happen. Watch them licking the Ì¡ü‰Ûªå© off TrumpÌ¢‰âÂ‰ã¢s shoes. They are the enemy. #NoQuarter",original,en
I didnÌ¢‰âÂ‰ã¢t think I had to talk to my mixed-race daughter about racism Ì¢‰âÂ‰ÛÏ until she hinted she wants to look white https://t.co/edw9q7hOvb #SmartNews,original,en
"Murder, or the mocking of murder, is NOT good policing.This idiot is a disgrace to the honorable who wear the uniform. New Jersey Corrections Officer Suspended After Caught On Camera Mocking George FloydÌ¢‰âÂ‰ã¢s Death At Black Lives Matter Rally Ì¢‰âÂ‰ÛÏ CBS Philly https://t.co/jAUxUEDRyc",original,en
"A timeline, with video and police scanner, of the violence that happened when the park police and military cleared Lafayette Square. #NoJusticeNoPeace #BlackLivesMatter Activists Show Over 500 Videos Of Violence Against Protesters To Counter Police Lies https://t.co/cpejjsMgTW",original,en
"Excellent! I know we'd prefer he was fired, but in Human Resources due process, suspension pending investigation is the correct procedure. Means a dismissal will be more easily upheld. Video shows prison guard mocking George Floyd death: https://t.co/Ue1iRSALty via @AOL",original,en
Good for him.....'New Jersey Corrections Officer Suspended After Caught On Camera Mocking George FloydÌ¢‰âÂ‰ã¢s Death At Black Lives Matter Rally' here: https://t.co/P31s3nH81n or you can directly access the content using this link here: https://t.co/Pqp8ZbdqrI #SmartNews,original,en
Crossfit CEO Greg GlassmanÌ¢‰âÂ‰ã¢s abrupt retirement followed backlash after his responses to the killing of George Floyd https://t.co/VPSW5fq8cN via @WSJ @khadeeja_safdar,original,en
"YG, Che Lingo, Kendrick Lamar: the protest songs of Black Lives Matter 2020: The demonstrations against the killing of George Floyd have brought a wave of powerful protest music, with new tracks and revisited classics The slow and inhumane killing ofÌ¢‰âÂå_ https://t.co/WiQ7GlZ1K5",original,en
"Thankyou George Floyd, you gave all, and earned a chair next to Martin Luther King.",original,en
